;userName;score;at;content
236;Moudie BenHuppe;5;01/11/2022 12:27;Sangat terbantu sekali dengan aplikasi ini, memudahkan dalam pembelian obat2an yang di butuhkan terutama karena 24jam, dan layanan konsultasi dokter nya sangat membantu tanpa harus ke Rs dan diberikan resep digital yang mana obat2an nya bisa langsung di pesan dengan aplikasi yang sama bila memang tidak diperlukan tindakan secara langsung. Aplikasi halodoc membantu menghemat waktu, hemat energy dan hemat uang. TOP!
237;IRMA SHOLIHA;5;01/11/2022 12:24;Good App, very helpfull.
238;reisya kharisma;5;01/11/2022 11:20;👍
239;Intan;4;01/11/2022 08:57;"Untuk pemakaian asuransi, baiknya pasien tidak perlu bilang ""ini asuransi atas nama anak saya"" supaya diagnosa sesuai dengan syarat klaim asuransi anak. Kalau sampai terjadj hal seperti itu akan merugikan waktu pasien karena harus telecon lagi dengan dokter berbeda dan biasanya dapat resep berbeda lagi. Kalau bisa mungkin dokter yang menanyakan terlebih dahulu, bukan pasien, karena tidak ada panduan seperti itu untuk pasien."
240;Sahala Harahap;5;01/11/2022 07:59;Dokternya jelas dalam menanyakan analisis sehingga saya pun jelas perlu menjawab apa. Respon chatnya pun - walaupun perlu menunggu masih masuk akal lah - tidak sampai bermenit-menit, paling lama menunggu 1 menit.
241;Nia Indriyani;5;01/11/2022 01:11;Memudahkan untuk berkonsultasi dg dokter tanpa mengantri panjang.
242;D.C. Purbaningtyas;5;01/11/2022 01:10;Solutif
243;Drh Suryana;5;31/10/2022 22:37;Good
244;RAMADHANY DEON;1;31/10/2022 16:24;Lebih parah dari alodokter. OTP gak masuk masuk oiiii...
245;Latifa Mutmainnah;5;31/10/2022 15:11;TERBAIK !!!
246;Rizky Nugraha;5;31/10/2022 13:55;Good apps
247;Ariesta Equatoria;5;31/10/2022 13:33;Thank you
248;Edwin Sutedja;5;31/10/2022 13:16;Sangat membantu. Apalagi kalau lagi kena C19
249;Muhammad Akbar (Barf67);1;31/10/2022 12:09;Selalu error (sudah 4/5x dalam range waktu yang sama) tiap beberapa kali saya update list obat yang mau dibeli, padahal saya sedang butuh obat-obatnya.
250;Dodoy Marodoy;5;31/10/2022 06:09;Bagus
251;Venda Monika;5;31/10/2022 03:51;Fast respon..dan jd solusi alternatif yg bagus
252;Enda Sukmana;5;31/10/2022 03:34;Fast respon
253;Elva;5;31/10/2022 01:56;Hi Developers, Kapan chat dengan drivers atau telepon bisa langsung ada di aplikasi ojek online, bukan manual sms atau telepon regular. Thank you to listen my previous insight, that pharmacist put the instruction of meds and filter tanggal di JANJI TEMU DOKTER, thank you Halodoc developers.
254;Muhammad Ikhsan;5;31/10/2022 01:19;Sangat membantu
255;Adiana Suryatin;5;30/10/2022 23:59;Memuaskan
256;Yustin Astiti;5;30/10/2022 11:53;Great app. Selama ini hanya dipakai untuk beli obat. Sangat membantu saat perlu obat dan tidak bisa ke apotek.
257;Hendri Irawan;1;30/10/2022 07:45;i've already uploaded the medicine recipe, why i still have to consult before buying medicine?
258;yossy eko arimbi;5;30/10/2022 05:51;Really helpfull
259;redha ashadi;1;30/10/2022 03:47;barang kadaluarsa masih bisa dikirim, katanya cs 24 jam tapi robot doang. edit : cuma dibalikin sesuai invoice, yg nyangkut di saldo krn refund gmn? tolong lain kali dicek juga itu apotek tobersa medika bisa jual barang udah kadaluarsa dari bulan 7 :)
260;Fuad Hasan;5;30/10/2022 03:21;Nice application
261;NR Isnaningsih;5;30/10/2022 01:40;Usefull app.
262;Oktavia Galuh;5;29/10/2022 18:37;pilihan yg terbaik untuk anak kos 😃👍🏻
263;kiki iqbal;1;29/10/2022 15:28;1. Cannot remove profile 2. Cannot delete account
264;Joseph Filbert;3;29/10/2022 14:48;Doctor consultation always slow in responding, so 30 mins are running out quickly. Somewhat pricey delivery and service fee. Has insurance integration.
265;Sendobrata Chitra;5;29/10/2022 13:59;Sangat membantu
266;Arief Rachman;5;29/10/2022 13:34;Helpful
267;Luqman;5;29/10/2022 12:37;Apps ini sangat membantu utk berkonsultasi dgn dokter tanpa harus keluar rumah & biaya konsultasi murah
268;Irham Bachtiar;5;29/10/2022 08:06;Ok
269;Eka Ayu;5;29/10/2022 03:08;Mayan lah..di era digital gini sangat membantu org yg lagi sakit ringan tapi mager buat ke apotek/dokter😁 sukses terus dan tingkatkan pelayanan untuk rakyat jelata spt saya hahaha
270;satyani ratni;5;29/10/2022 03:06;excellent. I feel sick on the way to my destination place. then i use halodoc. I got the medicine sent to my destinatiom place. Halodoc is awesome!!
271;Angelika Pita;5;29/10/2022 01:10;Sangat membantu , ga perlu antri nggu in dokter
272;marchalia rafsandjani;5;29/10/2022 00:49;Very helpful
273;Ardi Arifuddin;1;28/10/2022 19:55;Dokternya yang salah pilih profile saya. kenapa saya harus chat ulang?
274;Afiifa Istamarra;5;28/10/2022 15:47;Cool apps
275;Nader Kabir;1;28/10/2022 15:02;Harga Mahal sekali obat
276;Rina Wulandari;5;28/10/2022 13:24;Helpful
277;Rezki Alpiandi;5;28/10/2022 12:16;Responsif , ramah
278;novi andari;5;28/10/2022 09:49;Very easy to use
279;Vanessa Chu;5;28/10/2022 06:26;Dokternya baik dan ramah....tq Dok...sukses selalu .....
280;Suga Triyanto;5;28/10/2022 02:53;Meskipun diantar dari jauh ongkosnya tetap dihitung dari apotek rekanan yang terdekat, mungkin apotek rekanan yang terdekat sdang habis stok, tapi ongkos ke driver gosend full sesuai jarak asli, jadi halodoc keluarin subsidi dong, anyway sangat membantu... Terimakasih
281;Lisa Syamsuddin;5;28/10/2022 00:19;mudah
282;Aya Hayati;2;27/10/2022 16:57;What is wrong with the new updated app? I can't order my medicine because it kept asking me to upload the prescription which is I did directly after I consulted with a doctor. Then, when I picked the payment, the page just brought me to do another consultation with a doctor since the app can't read that my prescription is already uploaded. Turns out, the doctor who can give me another updated prescription are all not available. It's leading me to unable order my medicine. Great! Please fix this!
283;Pertiwi Nurani;4;27/10/2022 13:44;Toko obat sering kali terlalu jauh dari alamat🙏
284;Sianniek Ratna;5;27/10/2022 13:03;Sangat membantu
285;Lianny Dharmawan;5;27/10/2022 12:44;Helpfull
286;Reza Agan;5;27/10/2022 08:26;Good job
287;Sisi;5;27/10/2022 07:21;Very easy to use
288;Ryan Iskandar;1;27/10/2022 04:23;OBAT DIPESAN SALAH KIRIM KE ALAMAT ORANG, TELEPON CUSTOMER SERVICE UNTUK DIBANTU RESPOND SANGAT LAMBAT! NMR HP DAN EMAIL DIBERIKAN, KE CUSTOMER SERVICE SUDAH BILANG AGAR DITELEPON BIAR CEPAT, MALAH KIRIM EMAIL SAJA. YANG SAYA PESAN OBAT BUKAN MAINAN! DRIVER GA BERTANGGUNG JAWAB ASAL DROP OBAT DI RMH TETANGGA GA ADA KONFIRMASI.
289;Yogy Aditama;5;27/10/2022 03:19;Best Dokter app di Indo
290;Bambang Irawan;5;27/10/2022 02:50;Aplikasi yg sangat membantu
291;Thareq Kemal Habibie;1;26/10/2022 15:04;Kecewa.. Sudah chat dengan dokter, dikira tidak dibalas dengan dokter, karena balasan dokter tidak muncul muncul, baru pas saya restart aplikasi, baru muncul, dan sudah telat karena konsultasinya ditutup otomatis... Kecewa.
292;pandia ip;3;26/10/2022 12:49;halodoc yg sekarang, tidak seperti halodoc yg dulu. emang semua aplikasi indah di awal aja. orang di suruh bayar cepat, mereka balik dana lama. jadi waswas pake ini aplikasi. mana Live Agent nya lama respon nya. tunggu 5 hari kerja dana sy kembali atau tidak, ga kembali sy uninstall. di perbaikin sistem kerjanya y. mana urgent buat orang sakit. gini jd pindah ke lain hati.
293;Safira Firdausa;5;26/10/2022 12:43;This app helps me a lot and it's user friendly. Thank you
294;re_viela;5;26/10/2022 12:07;sangat membantu terutama psikolog klinisnya
295;Aji Priatmojo;5;26/10/2022 09:47;Membantu sekali
296;Victoriana;5;26/10/2022 06:29;Usefull and Better than the other apps
297;Nita Mhutia Taufani;5;26/10/2022 05:51;🙌🏻
298;Embong;5;26/10/2022 05:21;Aplikasi Konsultasi halodoc ini sangat berguna buat Saya pribadi untuk tindakan kita selanjutnya. Tks
299;Fika Pi;5;26/10/2022 05:12;Disaat pandemi , ini sgt membantu bangeeeet. Goodjob halodoc. Pilihan spesialisnya banyak.
300;Brian Christian;5;26/10/2022 04:43;thankful ada halodoc
301;Azka Diwangkara;5;26/10/2022 03:29;Tampilan sangat mudah dimengerti. Respon juga cepat (jika dokter tdk tersedia akan langsung diberitahu). Sangat memudahkan bagi orang untuk konsul dg dokter dimana saja dan kpn pun tanpa perlu mengantri lama
302;Oscar Thona;5;25/10/2022 14:28;Oke
303;Erlina Pranistiasari;5;25/10/2022 13:00;Dokternya ramah dan pelayanan cepat
304;Prilla Ayu Wendaria;2;25/10/2022 10:08;Biasanya langganan pake halodoc tp berkali2 coba hari ini tidak bisa order obat. Dan setiap apps nya refresh krn ada perubahan alamat/item yg dibeli, notes untuk driver hilang. Menyulitkan sekali
305;Novia Rahmadanti;5;25/10/2022 04:05;Mantapp
306;Arthur Panggabean;5;25/10/2022 00:51;Very helpful and quick respon ... also easy to use even to buy the medicine its all there .. you just wait and in within 45mnt its already in your hand ... good
307;velia chen;5;24/10/2022 20:46;Padat, Singkat dan Jelas. Sangat membantu, minimal memberikan rasa tenang disaat panik krn sakit. Terima Kasih 🙏
308;Rafi Musthafa;5;24/10/2022 16:43;very simple and helpful
309;Tjhu Permana;5;24/10/2022 14:35;sangat terbantu
310;Steffy h;2;24/10/2022 14:19;Kenapa resep obat sudah bayar. Trus berhasil pembayaran. Kemudian dibatalkan.,🥲
311;tic unbeatable;1;24/10/2022 11:58;Dokternya cuma mau duitnya aja. Katanya melayani konsultasi, panjang2 ngetik pas jawabanya cm : coba ke dokter anu. Coba ke dokter itu. Udah. Walopun bukan dokter spesialis tapi harusnya punya dong pengetahuan kedokteran dasar mah. Ngetik apa kek gtu buat bantu pasien, saran tindakan dasar kek sesuai ama fungsi dokter. Kalo cm jawaban sekata Dua kata gtu mendingan saya tanya ama Kang warung ☹️
312;US White;5;24/10/2022 11:36;Bagus
313;tiurma titayanti;5;24/10/2022 04:49;Halodoc good app tepat sasaran dan hasilnua memuaskan
314;Esti Rahayu;5;24/10/2022 04:10;Fast and good response
315;Addis Journey;5;24/10/2022 03:50;praktis, relatif murah untuk keluhan ringan dibanding harus ke rs
316;Rika Ariviany;5;24/10/2022 03:26;Harus lebih lengkap utk alat medis nya seperti bebat buat kaki kalau keseleo..
317;Irfan Hanif;5;24/10/2022 02:57;Very helpful
318;Andong tri setyonegoro;5;24/10/2022 02:22;Terimakasih, semuanya jadi mudah, apalagi terkoneksi dgn Gopay sebagai pembayarannya juga dengan asuransi kantor saya. Tku ya, luar biasa
319;Indriasari Damayanti;4;23/10/2022 12:30;Konsultasi mudah dgn dokter dan dokternya ramah
320;Coria Chow;5;23/10/2022 12:21;User friendly.
321;Gabs Wa;5;23/10/2022 05:09;Sangat membantu di saat keadaan urgent. Pengiriman cepat
322;Putri Restyawani;5;23/10/2022 03:11;Membantu sekali
323;Sonny Effendhi;5;22/10/2022 19:02;Makin Mudah dan cepat. Namun sekarang sudah mulai terasa bahwa beli obat di halodoc itu mahal.
324;denny satrio;5;22/10/2022 14:37;Sangat membantu
325;Tri Mulyaningrum;5;22/10/2022 13:42;Quick Response to solve the problem. Hopefully the medicine given by the doctor can makes better.
326;Eiko Carol;5;22/10/2022 11:05;Salah satu aplikasi yang membawa perubahan dalam hidup. Membuat hidup jadi lebih mudah. Kekurangannya hanyalah terkadang suka ada bugs gitu.
327;Fazlan Asq;5;22/10/2022 09:09;Suka krn simple, cover insurance, harga reasonable, praktis
328;Zidan Abror;5;22/10/2022 07:09;mantap
329;agristia cjs;5;22/10/2022 05:03;Mantap
330;Hendra Hendra;1;22/10/2022 04:58;sudah chat dgn dokter dan dpt resep, di apotek ada 1 obat yg tdk ada shg dibatalkan, kemudian zonk. koq disuruh chat dgn dokter lagi, live chat lama dibales, ditelp cs ga ada yg angkat. pelayanan sangat buruk
331;Kresna Sucandra;3;22/10/2022 04:47;My order has been confirmed but no driver to deliver the medication. I'm waiting way longer than the estimated time. Unfortunately, no real live support team to talk with and there is only virtual assistant bot which has limited predefined questions. It is a bad user experience.
332;Fitri Tjok;4;22/10/2022 02:13;sangat membantu untuk yang ga bs klr ruma beli obat.
333;nanda herlina;5;22/10/2022 01:50;Dokternya menjelaskan dengan baik
334;Dede Kadarsan;5;22/10/2022 00:48;Respon yg cepat & tepat.
335;Rantau Gumilar;4;21/10/2022 14:37;Setelah update, tidak bisa tracking pesanan. Please fixing. Tks
336;meira limanto;5;21/10/2022 10:39;Penjelasannya sangat jelas
337;Felix Cahyadi;1;21/10/2022 08:46;Dokter offline tidak jawab tetap dihitung sbg transaksi. Tidak recommended
338;Miky Jawir;5;21/10/2022 03:27;Sangat membantu
339;Ardian Sapoetro;2;20/10/2022 18:10;Unreliable for not 'happy flow', slow customer service turnaround.
340;Cindy Claudia Yunefi;1;20/10/2022 16:52;Saya kecewa karena saat membutuhkan obat, ternyata salah satu obatnya rusak. Padahal saya menggunakan halodoc karena butuh obatnya cepat, tetapi kalau kaya gn gimana service nya? Apalagi disaat sakit begini butuh obat agar penanganannya cepat. Bener2 kecewa
341;Hepta Junarizki;5;20/10/2022 14:26;Good
342;Mardiyatul Adawiyah;5;20/10/2022 13:23;Good.
343;Levi Hosea;1;20/10/2022 13:11;pengiriman obat lama. payah
344;Rizki Fitria;2;20/10/2022 05:10;Chat dan konsul dgn dokter, obat yg direkomendasikan berjalan dgn baik. Tp saat saya menghubungi cs astaga bnr2 menguji kesabaran. Kondisi saya butuh obat secepatnya, alamat pengantaran yg saya pilih Jaktim tp titik antar di SCBD. Jd driver ambil obat dr daerah Gandaria, yg menyebabkan saya hrs menambah biaya kirim yg seharusnya sdh termasuk dlm perhitungan awal. Saya cb mnt bantuan via help center di aps dan WA, tp respon lama dan tdk solutif.
345;Fajar Nugroho;5;20/10/2022 03:35;Great app
346;Suwandi Iskandar;5;20/10/2022 03:17;Excellent application & service
347;Riki SG;5;20/10/2022 01:42;Very helpful app👍
348;Tri Mujiyanto;5;20/10/2022 01:35;Very good apps
349;Julia Anisa;5;20/10/2022 01:07;Helpful lah apalagi bepergian begini
350;Ares Gusti;5;19/10/2022 11:54;Awesome
351;Yannita Shinta;5;19/10/2022 11:32;Pertolongan oertama ketika saya dan anak2 sakit.fast response
352;Manna Haloho;5;19/10/2022 09:38;Really helpful and easy to use
353;endah widi;5;19/10/2022 08:01;Detail dan sangat jelas sekali instruksi nya. Makasih Dok, semoga manjur resep dan sarannya di saya. Sukses selalu dok.
354;I Made Krisna Satria;5;19/10/2022 07:46;Kemudahan untuk berkonsultasi dan mendapatkan best advice dari dokter di seluruh penjuru nusantara.
355;Della Maharani;5;19/10/2022 05:36;"Pengiriman via gosend instan, estimasi 40-60 menit, ok normal karna lumayan jauh ternyata, tp estimation timenya berhenti kalo abang2nya gajalan, jadi suka2 abangnya :))) Ku jadi menunggu seperti badut malem2 antara mau tidur apa nungguin obat. Mana ditelp gadiangkat. Mungkin quotes ini berguna ""mending suruhlah adick kalian daripada pakai halodoc"""
356;oktofianus cornelis;1;19/10/2022 04:47;Parah. Main batal batalin aja pesanan orang. Gak bertanggung jawab. Dibalikin nya ke saldo halo doc lagi. Gak ke rekening langsung. Buat apa? Buat belanja lagi? Kapok saya pake aplikasi halo doc
357;Dinda Rahmawulan;5;19/10/2022 01:51;Apps ini sangat membantu dan works really well. Proses konsultasi dengan dokter juga sangat mudah dan jelas, bahkan sampai pemberian resep dan opsi lokasi penebusan resep terdekat lengkap beserta harganya. Thumbs up!
358;Rachmad Husnianto;5;18/10/2022 14:55;Good
359;Edy Jakarta;5;18/10/2022 13:29;Very helpful & easy to use
360;Wendy Alfriadi;5;18/10/2022 13:27;Usefull
361;Antonius Meladi;5;18/10/2022 11:27;Mantul
362;NUR RIDWAN LATIEF;1;18/10/2022 10:40;Error mulu
363;Nur Khairusy;1;18/10/2022 09:21;Jadi jelek experience nya, obat tidak dapat diproses, disuruh coba lagi berulang kali, 40 menit ga bisa2, ke virtual assistant malah bikin frustasi ga ada pilihannya
364;iwan him;5;18/10/2022 09:02;mudah dan cepat sampai order obatnya
365;nobelia salma;4;18/10/2022 08:12;Overall bagus, dokter komunikatif dan sangat helpful, namun untuk pembayaran menggunakan link aja terkadang suka error. Mungkin bisa ditambahkan melalui Dana, etc
366;Nana Cahyanti (Nana);1;18/10/2022 08:02;Mengecewakan. Disaat yg salah dokternya jd pasien yg nanggung akibatnya. Padahal pasien tinggal klik keranjang. Gak tau yg dikasih berapa qty obatnya gak ada info. Alhasil nahan sakit dr semalem. Paling parah ini sih selama pake halodoc. Udah gitu lambat banget nanganin complain.
367;CV SJ MUDA;5;18/10/2022 01:53;Enak pakai aplikasi ini. Simple ga ribet, dan solitif
368;Suuusan Tan;5;18/10/2022 00:31;Sangat membantu melalui halodoc. Thanks halodoc. Dokter2nya sangat ramah dan helpful.
369;Edwin Steven;5;17/10/2022 14:53;The best virtual doctor apps
370;Andri Marfiana;5;17/10/2022 12:14;User friendly
371;F. R. Basuki;1;17/10/2022 07:13;SAYA BELUM MENERIMA PESANAN TP DISEBUT SUDAH TERKIRIM!
372;Dani Hibatullah;3;17/10/2022 07:09;Can't chat the doctor due to an error when I need it the most
373;Anis Fadiana;1;17/10/2022 05:52;Pengalaman yang buruk saya tidak diberikan konsultasi dengan benar
374;Papa DiraKia;5;17/10/2022 05:10;goood
375;Amir Maruf;5;17/10/2022 04:05;This App was pretty good and user friendly.
376;Dwi Prihertanto;5;17/10/2022 03:38;Aplikasi yg luar biasa
377;Dodi Ardiansyah;4;17/10/2022 03:19;Aplikasi yg bagus dan semoga terus bisa dikembangkan
378;Melly Fransisca;5;16/10/2022 22:23;Saya Bangga punya aplikasi Halodoc
379;Indiana Rena Dahliana Yasya;1;16/10/2022 13:55;Obat yg sudah biasa dibeli tbtb harus disertakan resep. Beli obat di halodoc skrg spt dipersulit. Beli obat mesti bayar lg buat chat dokter hanya untuk diresepkan. Semakin gak guna. Ongkir pun semakin mahal. Udah bye deh halodoc.
380;Wagimin Hakim;4;16/10/2022 11:37;Sangat membantu. Tapi ada ongkir untuk obat lumayan ya..
381;andreas adiana;5;16/10/2022 11:22;Dua kali pake aplikasi ini. Cukup membantu utk kota kecil yg terbatas dokter spesialisnya terutama jika hari libur / akhir pekan.
382;rosalia ardi;5;16/10/2022 06:13;Makasih
383;estu subekti;5;16/10/2022 04:52;Simple, powerfull dan lancar..tp ttp sll lakukan inovasi👍👍
384;Steven Sabastian;5;15/10/2022 21:09;sangat membantu sewaktu waktu jika membutuhkan konsultasi dr, atau mencari obat
385;Yuli Astuti;2;15/10/2022 15:33;Lemot. Hang.
386;dodi s;4;15/10/2022 14:22;Cukup puas
387;Meyranti Kartika (Ichie);5;15/10/2022 09:32;Welldone halo doc. 💪
388;Gregorius Andhika;1;15/10/2022 08:20;Ada peraturan kalau telat 10 menit konsultasi uang langsung hangus. Tidak bisa dibantu untuk dijadwalkan ulang atau dikembalikan uangnya
389;Megawati Muljadi;5;15/10/2022 07:14;good👍👍👍
390;Pradipta Parardya;4;15/10/2022 01:22;Bagus tp agak lemot atau lag di android
391;Hastbey Brilian;2;14/10/2022 11:23;Mau top up halodoc lewat Livin mandiri,kok di aplikasi Ndak ada pilihan di pembayaran 🤦
392;Siu Li;1;14/10/2022 11:15;error walau udh ganti profile..tetep terbaca yg primary.. jd kepotong saldo 4x15rb sia sia.. mau konsul utk anak dan mnta surat ijin dari dokter jd ga bisa trs.. krn secara sistem dan digital 💤💤
