"","text"
"512","easy to use"
"513","bagus yanan nya tks"
"514","imtegrated  telemedicine  beli obat  nggak nyari    membantu  butuh dadakan"
"515","so fast and effective"
"516","helly"
"517"," damenyelesaikan nan    halaman  xiaomi mit android versi terkini"
"518","dokternya  membantu dikala emergency terima kasih halodoc "
"519","mudah  ce agi  beli  malam   urgent  dadakan"
"520","like it much"
"521"," n obat bonviva   strik    stri tablet tauma da tablet mahal banget mending beli  online shobih murah  an"
"522","choose the righ doctor"
"523","tiskalau sakit ringan ga u bolak  dokter antri lamaagi kaloa anak  yg  aja keluhan nyathank u so much halodoc"
"524","aasi gak becus ngurus asuransi klo emang gak siak a ilmu memadai  asuransi gak usahlah macem konek asuransi  aasi model gini giliran dichat heidy nya  bilang butuh  taak ngerti  samka"
"525","  bintang    lihan ak  cukuuh  lokasi sanan   menunggu   jam   daobat     kebutuhan    mudah    sulit    bermasalah  kali  cs  nya  resif     anyaan edural    nan dibatalkan  butuh obat  cemalah  email   menunggu  x  jam"
"526","n susu  transfer ga  after sales ga  uang hangus gt aja  merugikan"
"527","brguna banget"
"528","must have aor health assistance"
"529","rebanget skrg"
"530","ceteterayagood job "
"531","good agood service"
"532","hato know halodoc"
"533"," membantu "
"534","very hel"
"535","pengiriman reguler via shiid gak  dilacak  irimannya  agi  gagal load chatnya cuman  tamn blank ux ok taerforma asangat buruk"
"536","aasi  error chat   muncultidak bs dibaca  nya chat muncul   cari solusi  chat heidy seinya robot taidak  solusi  diulang ulang  jawabannya"
"537","  h aknya   beberaali ak  tersedia obat yg direse"
"538","nomor nan xe pesanan obat  diantar   follow uga  ak  aasi memberitahu  keterlambatan iriman"
"539","goodsangat membantu"
"540"," membantu"
"541","cuku"
"542"," membantu"
"543","nice apps"
"544","praktis ayaran   godan resdokter cedan simk"
"545","pd  konsul dgn dokter  layar chat kosong walausaya  ketik taulisan   semoga  diaiki"
"546","notifnya muncul  setiatik chat kadang delay   diend dokternya  koneksi bagus"
"547"," fitur audah  stabil    melebihi eksasi  x menolong   sakit    temalam "
"548","i cant download the digital receipt"
"549","payah bgt bolak  loading  kuantitas berubah ubah  ak "
"550","scam history order ilang dana terng"
"551"," chat  dokter chat history   hilang  notifikasi masuk   tekan  diarahkan  laman kosong berkali "
"552","cedan solutif"
"553","good app"
"554","bagus sekalidoktermya siaagaramahdan resce"
"555"," beberaali  aasi haldoc  ga ah kecewa   penggunannya gam  langsung  koneksi  asuransi kesehatan"
"556","very hel"
"557","mudah gunaan   membantu"
"558","thanks dok"
"559","good job good aation"
"560","resif good job dokter halodoc"
"561","good"
"562","chat dokter  muncul  screen"
"563","aasi   bermanfaat"
"564","dokter     berkqitan medis  sabar  erian reseat     efek dqn  jam jam dinihari sang dokter   menangani ennya"
"565","coba  cek sanan pxgp    aungkin  dies ya drivernya no res  nama taufik husen  gak  dicancel  aasi  esional"
"566","mantap"
"567"," membantu "
"568","dokternya ramah   info    terima kasih"
"569","drnya bgs layanannya sy "
"570"," memudahkan mendaan obat  diukan"
"571","good"
"572","hel"
"573","halodoc should ide more information why a delivery is canceled and make the best attemo automatically reorder it dont just cancel and refund or ide a sim way to reorder it manually than going through the store menu"
"574","habis diue  chat dg dokternya  blank nulis aja ngga  textnya rugi   uda bayar konsulnya balikkan uang "
"575","driver   dihubungi  sms  teledan nya  butuh embangan"
"576","sulit chat  dokter   chat tulisan  nam jd kosong aja gt chat nya  cm bs baca ag dibilang dokter  notifikasi  sore  konsul gitu  cs  tanyain  bs  n keburu sembuh  om"
"577"," ama kali coba order  halodoc ga nyesel ok bangeet makasii yaaa"
"578"," membantu"
"579"," berguna   tebus reseaktu   berhasil x tebus rese  tebus resegi da  resedah ah ditebus  pdhal rese  ud berbeda dng rese  ah ditebus"
"580"," membantu"
"581","res within exed time very usefull ale no need to go out to see doctor and get medicine it is easy and save time"
"582","bagus reschat dokter cedan  rekomendasi reseng sesuai  keluhan  sakit  order  gojek taancar     iriman diantar sesuai alamat"
"583","bermanfaat"
"584","aasi  experience customer terburuk alasannya    memilih menu chat dokter  ayaran  dokter  konfirmasi nan nan otomatis batal  dana     minggu    tercatat  history sanan  pemesanan obat dibatalkan  kurir    embalian dana memakan   minggu   kenyamanan konsumen  diutamakan  aasi  kecewa  buruk"
"585","nice app"
"586"," nanya kenaeli obat  halodoc ongkirnya kena obat kenaesanannya   dikirimkandihkan   temsaja    coba h beli obat  han ak yg  tetaa ongkirnya obat yg dibeli  milihnya cuman cdr yg hamsemua ak    asam mefenamat"
"587","bagus"
"588","very hel"
"589"," my life easy"
"590","aasi yg membantu"
"591","simand fast well done"
"592"," baguss ndan"
"593","great aor consult with doctor"
"594","very hel a"
"595","if only we have another on "
"596","pesen obat  halodoc  refer  ak  jaraknya  km  temsaya alhasil iriman    tolong lihan aknya diaiki     edit    gila   n obat   cilegon  nnya   ak  kota serang hey jarak cilegon  serang  km    ner ak  kota cilegon kasihan kurir  antarnya"
"597","thank you to make life easier"
"598","mantabbbbb"
"599","aasi  error  chat   mengakibatkan kesalahan   fleksibel"
"600"," sakit asam urat halo doc memudah  utk beli obat yg  butuhkan tanarus rekeluar rumah  antri"
"601","good"
"602","hel app"
"603","  aasi   membantu      rumah   konsulke dokter  untukmembeli obat  tanesekter oayaran  ditambah dg i doku bs  keren"
"604"," nyaman  mudah"
"605","aasi halodoc  mudah    rumah tangga   anak balita    membantu  karna  setiaat  i  rumah sakit  berkonsultasi"
"606","cedan tis"
"607"," membantu"
"608","keren"
"609","pengiriman   tanemberitahu kendala  notifikasi orang sakit   sembuh   h nunggu obat "
"610","mantap"
"611","very hell"
"612","  cancel orderan obat    dadriver  menunggu    jam   order resebelumnya     konsultasi dokter ulang membuang biaya   cs dihubungi tersambung taidak "
"613"," membantu"
"614","lambat  handling comnt order obat yg direse dokter bermasalah semorder reseorderan  aidak berjalan  n ulang  resegital sdh not available  tl cs   infonya orderan  dibatalkan  haran ulang  menunggu h esok harinya   tl   kalinya  csasalahan    en yg sekarat  ga  tertolong dgn yanan sei   obat  kunjung tern"
"615","dokternya "
"616","aasi  layanan  bagus tyangnya  ramah pengguna   mudah  rese info  dikeranjang tcari keranjang yg    dimana history chat dgn dokter  resekter   dicari ai  lg  nguamana history chat  rese dokternya"
"617","keren"
"618","bagus"
"619","murah mudah  cedibanding  dokter  rs"
"620","cepat"
"621","praktis bgt jarang sakit talinya i  ngebantu krn  sakit  udah ga  mikir ya"
"622","aasi halodoc  ngebantu banget  tis   konsultasi  dokter harganya  cukurjangkau"
"623","good"
"624","keren"
"625","dokternya   menit gabisa dihubungin tldo gottang musti hubungin cs live chat utk saldonya  lg ituhrs  buktinya jd iin  screenshot nungguin dokter "
"626","platform  teuntuk konsultasi medis  ologi"
"627","   halodoc satunya aasi yg membantu tuk beli obat tlikasinya  user friendly  yg  butuh  org tua  bikin yg  gam digunain aja biar ngajarin org tuanya  gam thx"
"628","konsultasi gam iriman rese makasih halodoc"
"629","sukses  ah    membantu  beli obat  n online  diantar"
"630","mudah  cepat"
"631","praktis  dokternya resif"
"632",""
"633","good acation to consulting with the doctor recommended  "
"634","pennagnan ceresceantar obat tdk sm menit   dilacak"
"635","aasi   membantu kaun  dimana dokternya   milih  beberaokter  didawaladiskon teterius menangani keluhan best"
"636","layanan dokter ramah  memuaskan"
"637","aya  membantu"
"638","mudah simdna teraya"
"639","smooth ux ui fast hel doctor thank halodoc sukses "
"640","sangatembantu"
"641","cedan "
"642","atidak user friendly coba unggah rese sms yg  berbunyi pesanan obat   dadies maksudnya gk  bad user exence"
"643","thank halodoc membantu bgt kalo malem anak sakit"
"644","problem solved"
"645"," membantu    u"
"646","really hel esally in this emic od online consultation online medicine recommendations it makes us easier to find the nd oon and quick solution when we got sick"
"647","good app"
"648"," membantu"
"649","td sy order  obat  layanan gomed stlh  ayaran dll nan  terkonfirmasi  driver ditemukan tdk  sy menda  driver nya berganti     dr   sy  menunggu  driver  kunjung  status iriman jg stuck  si driver  ditemukan sy berkali mencoba menghubungi driver  nomor yg tertera        jam lbh sy nunggu samakhirnya nan dibatalkan otomatis"
"650","good and easy to use"
"651"," hubungi pic nya via no telfon halodoc  ressangat  menyelesaikan   order obat  istri  tgl  seber   samhari   tgl  seber    wujudnya  hub  contact halo doc taidak  res tolong management halo doc aiki layanannya"
"652"," "
"653","nice and easy to consult with doctor"
"654","solusi terceuntuk obat   terjangkau  bantu  reseri dokter fesional mantap"
"655","singkat t   zurr  anya"
"656","pesanan yg diterima  sesuai yg dipesan   utk anak komplain  ganti  sulit   live chat  telpon bilangnya ditangani tp  brp jam    obat yg sy butuhkan kecewa utk perusahaan sekelas "
"657","fast"
"658","w"
"659","memudahkan  beli obat  konsultasi  dokterjadi gak u bawa orang sakit  rs ngantri yg    drous   disuruh ng     sarankan langsung  igd   diukan tinggal dokternya  kadang dayg bagus kadang dayang rada"
"660","easy to use"
"661","isian saldo  virtual acc bca  masuk ayaran langsung  virtual bca   masuk"
"662","drain  ng bagus tndala nya  banget  aendiri "
"663","good consulting  medications carefully"
"664","mantap"
"665","alhamdulillah dokternya sabar      semhilang sinyal"
"666"," membantu    sakit      konsultasi"
"667","keren instan  mudah"
"668","dokter humble  tenang semoga  sukses  dokter  halodoc"
"669","good"
"670","fast"
"671","ga nyaranin  jasa konsultasi dokternya mending langsung  rumah sakitnya langsung walaulebih mahal sakit asam lambung   ga sembuh ga  yg nyaranin cek darah antibody ri sm endoskosy  rs langsung  yg nyaranin cek darah hasilnya reaktif sm endoskoadik   coba konsultasi dokter  halodok ga sembuh emg beda  krn  via konsul online  murah cuman hati hati kl taruhannya kesehatan masyarakat yg mestinya ditangani bener  jd salah"
"672"," beli obat   ayaran gagal  duit  nyangkut  ajukan refund  dianggarius   suruh coba link    dibuka samsaya kirim video  link    buka  didiam    k halodoc  mengecewakan    i aasi   kualitas layanan  buruk   rekomendasi"
"673","bagus esional cetidak u i  offline"
"674","memudah konsultasi dokter tanarus  antrii kerumah sakit"
"675"," membantu"
"676","good servise"
"677"," membantu  elian obat  u reke ak"
"678","dokternya informatif aasi nya mudah "
"679","  aman aasi ininan    dibatalkan k ak    notifikasi otomatis  embalian danarefundatas terbatalkannya transaksi  ak   mengurus refund  menghubunginya  chat aasi   otomatis es refund    seminggu   kejadian x  yg samamembuat   nyaman  bertransaksi  aasi "
"680","duit diambil  i   dadokternya aneh  dibatalkan dokter  nunggu refundnya"
"681","pelayanan aasi sih  oke sayangnya deteksi ak terdekatnya yg  memuaskan beberaali i aasi  lokasi ak yg terdeteksi   "
"682","bagus bgt"
"683","actually save lives"
"684","i dont understand why halodoc always recommend me the farthest drugs store from my house and it makes the delivery fee is more exive"
"685"," membantu"
"686","hmmm sbenernya so far hel bgt sih aasi  klo  butuh beli obat  diskusi dgn dokter tanarus tataka tetaayang nya k halodoc  search engine nya  basis by nama obat  by ak ya i know at least emg klo basic nya  aasi  chat  dokter oke  klo  nyari by nama obatnya tlo    cari obat tanarus chat dokter  ga hel karna sometimes  dicariin uk nya dri ak yg  bgt dri rumah"
"687"," ramah  komunikatif"
"688","mantangat membantu   keluarga"
"689","resnya ce"
"690","user friendly"
"691",""
"692","good"
"693","pemesanan obat  samseminggu   san  sabtu   estimasi senin  senin dicek berubah  estimasi   selasa   kamis   minggu  sdh dicek kenaengiriman   ak yg dih aasi katamya jaraknya  km konsumen   ak  yg dituju sanan   menunggu   tombol cancel   kuta haru tebus resenual  x  uang kah"
"694","thanks halodoc thank you for your apps"
"695","memudah en  mengatasi  kesehatan"
"696"," nenangin   k anak knp"
"697","good solusi temasalah kesehatan"
"698","fast rese  dokternya  informatif"
"699","bagus banget  bantu second oon selagi  gak   rs saran adain kek sesi call voice notes kasian dokter iaterolog ngetiknya ngebut   nya ang"
"700","good"
"701","very usefull acation"
"702","really hel for urgent situation fast res"
"703","good"
"704","mudah konsultasi  dokter   langsung memesan obat"
"705","friendly user acation"
"706","perfect"
"707","gabisa terhubung  asurasi manulife admin   anyaan"
"708","ok"
"709","the worse chatbot for cs susah banget dabantuan krn chatbot nya sangaat h"
"710","memudahkn dlm memesan obat rutin knsul dokter gratis "
"711","resive chat sut"
"712","rekomended"
"713"," membantu"
"714","ngebantu banget urgent subuh subuh anak demam"
"715","uang terbuang siasia   gak nyambung   chat malam    tulisan selamat dtg   sesi habis  catatan en  meres"
"716","praktis  iriman cekee the good work"
