"","klasifikasi","score","text"
"402","Positif",3,"bagus banget memudahkan bangett yanannya   "
"403","Netral",0,"good   cetak strook obat   muncul  engga "
"404","Positif",1,"pelayanan nya cepat"
"405","Positif",1," i iriman regular guys    sam gimana kalo org butuh ce mending   adakan kalo estimate nya   harian   aasi nyanlebih canggih    mengubah metode iriman  ak kirim barang aasi kebutuhan kesehatan  "
"406","Netral",0,"handy"
"407","Netral",0,"hel"
"408","Netral",0,"to do t kerenq"
"409","Netral",0,"mudah   ceresya"
"410","Netral",0,"mudah      ayaran transfer virtual bank"
"411","Positif",1,"dokter julius martin salis kejiwaan  bagus melayani dg sabar  teliti    beralaman   kontrol  tanggal delabelas oktober  dokter julius martin jam "
"412","Netral",0," membantu agi    temyang lokasinya    faskes"
"413","Netral",0,"hidubih mudah  sehat  halodoc"
"414","Positif",1,"aini  bermanfaat"
"415","Netral",0," membantu"
"416","Netral",0,"you must not coistribute disclose or distribute the message to the email address is tasya and make the use of this message was automatically and thanks for all your helth the email address and"
"417","Positif",2," kali konsul  dokter dikasih reseda  dies transaksi dibatalkan  aasi tolong  kejadian dibatalkan  aasi munculkan  resegitalnya masak  konsul   atalan ama uang   dikembalikan"
"418","Netral",0,"easy to use"
"419","Negatif",-1,"penanganan obat salah kirim   helk  gercema gajelas"
"420","Netral",0," membantu tks"
"421","Netral",0,"good"
"422","Netral",0,"so hell"
"423","Netral",0,"good exence so far"
"424","Netral",0,"terimakasiiii  membantu   "
"425","Netral",0,"doktor nya cekatan  tanggamakaian aasinya  gak ribet"
"426","Netral",0," membantu   yg tinggal   klinik  rs thanks halodoc"
"427","Negatif",-1," membantu   sakit   kondisi    rumah"
"428","Netral",0,"rescedan elasan "
"429","Positif",1,"dokternya ramah"
"430","Positif",2,"terima kasih  ce"
"431","Netral",0," murah tnyata dr marketes yg   ceyanannya jam beraun nnya"
"432","Negatif",-1,"membantu orang sakit"
"433","Netral",0," kecewa  tanggal  seaya beli obat    kirim  iriman instant   membutuhkan obat     malamnya   berangkat  kota  jam   aasi obat   informasikan     tdk  temukan  dermh driver tdk bs  hubungi  resdr halodoc     beli obat lg  ak   utk cancel   bs obat terkirim sehari  dimana rmh  kosong"
"434","Positif",1,"keren"
"435","Positif",1,"mantab trims "
"436","Netral",0,"very useful acation it also give fast resfor your comn"
"437","Positif",3,"nyaman   aasi kesehatan   berjalan sesuai haradan dokternya ramahramah"
"438","Netral",0,"nice and good service"
"439","Netral",0,""
"440","Negatif",-2,"halodoc  nggak tau  ak rekananya tutuudah n x ganti alamat  teta ak  tuturang butuh obat ce   lan  samisinya komn  ak yg tutu nonaktifkan ham jam  cari obat"
"441","Netral",0,"hel but need a lot imement instead of sending chat using sms make a chat module"
"442","Netral",0," dibatalkan  sek  k gojek nya   butuh gimana    mengalaminya malam   obatan isteri  gila banget aasi  membantu "
"443","Netral",0,"aasi   membantu"
"444","Netral",0,"very hell for me and my family"
"445","Netral",0,"  detil"
"446","Netral",0,"easy to use"
"447","Netral",0,"nice"
"448","Netral",0,"ok"
"449","Netral",0,"mantap"
"450","Netral",0,"sdh lancar signal nya"
"451","Negatif",-1,"make my life easier kalo  sakit trs susah  akdokter terdekat"
"452","Netral",0,"hell"
"453","Netral",0,"terbaikk"
"454","Positif",1,"keren memudahka"
"455","Positif",1,"bagus"
"456","Netral",0," membantu"
"457","Netral",0,"membantu berobat konsultasi  elian obat  online  teraya"
"458","Netral",0,"good"
"459","Netral",0,"  booking tes covid  error tolong aiki "
"460","Netral",0,"this aeally hel and easy to use its necessary to heltient during emy thank you souch"
"461","Netral",0,"mantat ketolong sm aasi  drarus ongkos lg ngantri utk konsul sm dokter  rs skrg udh d udah bgt sm halodoc"
"462","Netral",0,"cemantap"
"463","Positif",1,"pelayanan cepat"
"464","Negatif",-1,"aasinya ko gni yaa   obat udah  hri masi aja mencari driver blom dikirim trus gabisa dicancel  klo gini   bahaya  en yg butuh obat"
"465","Netral",0,"rem bgt  aama  cs   ujung kena refund  udh nunggu  jam taneringatan yg jls mending  yg "
"466","Netral",0,"memudahkan elian obat   darurat"
"467","Netral",0,"kenaetiaka halodoc  koneksi internet  ditemukan  maksudnya aa koneksi internet  lancar  buka aasi "
"468","Netral",0,"good"
"469","Positif",2,"dokternya      solusi   terima kasih"
"470","Positif",1,"  oke  disynchronize  asuransi kantor konsultasi gratis deh"
"471","Netral",0," membantu"
"472","Netral",0," rsif"
"473","Netral",0,"its good"
"474","Netral",0," membantu  menolong"
"475","Netral",0,"kece"
"476","Netral",0,"hel"
"477","Netral",0,"an excellent ai usually use it to buy medicine and nothing more i havent tried using other features so far so good very tical and user friendly it deserves  stars for now"
"478","Positif",1,"first time using this a so hel doktermya ramahkonsul  nyaman terimakasih halodoc"
"479","Netral",0,""
"480","Negatif",-1,"kalo n obat gak samtau   refund sek udah biasalah ya  aasi  taarusan ngalamin  konsultasi  dokter   ngasih intro  dokternya offline dicuekin aja gitu en samena time limit  bayar   ya gak profesional banget kom  cs    lambatnya responnya nyusahin orang sakit aja heran"
"481","Netral",0,"solusi ceutk kebutuhan olongan medis sgra"
"482","Positif",1,"usefull banget bener bener membantu thanks"
"483","Netral",0,"mudah  teraya"
"484","Netral",0,"good"
"485","Positif",2,"memudahkan  memesan obat  aasinya  mendukung  urgen"
"486","Positif",1,"ramah  cega lelet"
"487","Netral",0," gam bgt nya obatnya lengka tga obatnya  ey aj"
"488","Positif",1,"bagus"
"489","Netral",0,"very friendly doctor"
"490","Negatif",-1,"please fix the bug worst aver tried to delete one of the order and tells me that need to start all over again"
"491","Netral",0,"very satisfied kee the advancement system"
"492","Netral",0," memudah en   langsung  kokter terkait akitnya"
"493","Positif",1,"x halodoc bikin kecewa  sih  beli obat  dikirim  alamat  uang  obat  ga terima customer care lambat  tidindaklanjuti  via email   layanan video call  voice  muncul suara  sinyal bagus uang konsultasi utk layanan teleconference  terbuang ue    rating bintang  langsung ditelcustomer service  sy  sakit taitanya kendala teknis   cukuma"
"494","Netral",0,"excellent"
"495","Netral",0,"fiturnya lengkanget  connect dg asuransi  mantap"
"496","Netral",0,"nyari ak nya  mulu   ongkir nya tarang sakit butuh obat buru  dikasih ak   obat maag standaran doang tiaotek i "
"497","Netral",0,"great"
"498","Netral",0,"membantu   layanan chat  dokter nya cedan mudah thankss"
"499","Netral",0,"very useful"
"500","Netral",0,"  membantu  menghadaasalah kehidu"
"501","Negatif",-2,"aasi  bermutu masak berlangganan aja gak    menunya berlangganan  cs nya  gak bermutu banget  dikirimi video sesuai intaanya lho  tetaa gak kena"
"502","Netral",0,"error   order obat   ue aasi taetagal order "
"503","Netral",0,"seamless rebahan aja   dokter daobat nyambung dg asuransi "
"504","Netral",0,"agi   butuhkan   sakit  menunggu obat  jam cancel  kali  obatnya  ah sam"
"505","Netral",0,"hell"
"506","Netral",0,"useful while lockdown"
"507","Netral",0,"glm akurat"
"508","Negatif",-1,"uiux nya ajak  bingung"
"509","Netral",0,"cukulas   membantu"
"510","Netral",0," memuaskan"
"511","Netral",0,"cedan mudah"
"512","Netral",0,"easy to use"
"513","Positif",1,"bagus yanan nya tks"
"514","Netral",0,"imtegrated  telemedicine  beli obat  nggak nyari    membantu  butuh dadakan"
"515","Netral",0,"so fast and effective"
"516","Netral",0,"helly"
"517","Netral",0," damenyelesaikan nan    halaman  xiaomi mit android versi terkini"
"518","Positif",2,"dokternya  membantu dikala emergency terima kasih halodoc "
"519","Netral",0,"mudah  ce agi  beli  malam   urgent  dadakan"
"520","Netral",0,"like it much"
"521","Positif",1," n obat bonviva   strik    stri tablet tauma da tablet mahal banget mending beli  online shobih murah  an"
"522","Netral",0,"choose the righ doctor"
"523","Negatif",-1,"tiskalau sakit ringan ga u bolak  dokter antri lamaagi kaloa anak  yg  aja keluhan nyathank u so much halodoc"
"524","Positif",1,"aasi gak becus ngurus asuransi klo emang gak siak a ilmu memadai  asuransi gak usahlah macem konek asuransi  aasi model gini giliran dichat heidy nya  bilang butuh  taak ngerti  samka"
"525","Netral",0,"  bintang    lihan ak  cukuuh  lokasi sanan   menunggu   jam   daobat     kebutuhan    mudah    sulit    bermasalah  kali  cs  nya  resif     anyaan edural    nan dibatalkan  butuh obat  cemalah  email   menunggu  x  jam"
"526","Negatif",-2,"n susu  transfer ga  after sales ga  uang hangus gt aja  merugikan"
"527","Positif",1,"brguna banget"
"528","Netral",0,"must have aor health assistance"
"529","Netral",0,"rebanget skrg"
"530","Netral",0,"ceteterayagood job "
"531","Netral",0,"good agood service"
"532","Netral",0,"hato know halodoc"
"533","Netral",0," membantu "
"534","Netral",0,"very hel"
"535","Negatif",-2,"pengiriman reguler via shiid gak  dilacak  irimannya  agi  gagal load chatnya cuman  tamn blank ux ok taerforma asangat buruk"
"536","Negatif",-1,"aasi  error chat   muncultidak bs dibaca  nya chat muncul   cari solusi  chat heidy seinya robot taidak  solusi  diulang ulang  jawabannya"
"537","Positif",1,"  h aknya   beberaali ak  tersedia obat yg direse"
"538","Netral",0,"nomor nan xe pesanan obat  diantar   follow uga  ak  aasi memberitahu  keterlambatan iriman"
"539","Netral",0,"goodsangat membantu"
"540","Netral",0," membantu"
"541","Netral",0,"cuku"
"542","Netral",0," membantu"
"543","Netral",0,"nice apps"
"544","Netral",0,"praktis ayaran   godan resdokter cedan simk"
"545","Negatif",-1,"pd  konsul dgn dokter  layar chat kosong walausaya  ketik taulisan   semoga  diaiki"
"546","Positif",1,"notifnya muncul  setiatik chat kadang delay   diend dokternya  koneksi bagus"
"547","Positif",3," fitur audah  stabil    melebihi eksasi  x menolong   sakit    temalam "
"548","Netral",0,"i cant download the digital receipt"
"549","Netral",0,"payah bgt bolak  loading  kuantitas berubah ubah  ak "
"550","Positif",1,"scam history order ilang dana terng"
"551","Netral",0," chat  dokter chat history   hilang  notifikasi masuk   tekan  diarahkan  laman kosong berkali "
"552","Netral",0,"cedan solutif"
"553","Netral",0,"good app"
"554","Positif",1,"bagus sekalidoktermya siaagaramahdan resce"
"555","Negatif",-1," beberaali  aasi haldoc  ga ah kecewa   penggunannya gam  langsung  koneksi  asuransi kesehatan"
"556","Netral",0,"very hel"
"557","Netral",0,"mudah gunaan   membantu"
"558","Netral",0,"thanks dok"
"559","Netral",0,"good job good aation"
"560","Netral",0,"resif good job dokter halodoc"
"561","Netral",0,"good"
"562","Netral",0,"chat dokter  muncul  screen"
"563","Positif",1,"aasi   bermanfaat"
"564","Netral",0,"dokter     berkqitan medis  sabar  erian reseat     efek dqn  jam jam dinihari sang dokter   menangani ennya"
"565","Negatif",-1,"coba  cek sanan pxgp    aungkin  dies ya drivernya no res  nama taufik husen  gak  dicancel  aasi  esional"
"566","Netral",0,"mantap"
"567","Netral",0," membantu "
"568","Positif",3,"dokternya ramah   info    terima kasih"
"569","Netral",0,"drnya bgs layanannya sy "
"570","Positif",1," memudahkan mendaan obat  diukan"
"571","Netral",0,"good"
"572","Netral",0,"hel"
"573","Netral",0,"halodoc should ide more information why a delivery is canceled and make the best attemo automatically reorder it dont just cancel and refund or ide a sim way to reorder it manually than going through the store menu"
"574","Netral",0,"habis diue  chat dg dokternya  blank nulis aja ngga  textnya rugi   uda bayar konsulnya balikkan uang "
"575","Netral",0,"driver   dihubungi  sms  teledan nya  butuh embangan"
"576","Negatif",-3,"sulit chat  dokter   chat tulisan  nam jd kosong aja gt chat nya  cm bs baca ag dibilang dokter  notifikasi  sore  konsul gitu  cs  tanyain  bs  n keburu sembuh  om"
"577","Negatif",-1," ama kali coba order  halodoc ga nyesel ok bangeet makasii yaaa"
"578","Netral",0," membantu"
"579","Netral",0," berguna   tebus reseaktu   berhasil x tebus rese  tebus resegi da  resedah ah ditebus  pdhal rese  ud berbeda dng rese  ah ditebus"
"580","Netral",0," membantu"
"581","Netral",0,"res within exed time very usefull ale no need to go out to see doctor and get medicine it is easy and save time"
"582","Positif",3,"bagus reschat dokter cedan  rekomendasi reseng sesuai  keluhan  sakit  order  gojek taancar     iriman diantar sesuai alamat"
"583","Positif",1,"bermanfaat"
"584","Netral",0,"aasi  experience customer terburuk alasannya    memilih menu chat dokter  ayaran  dokter  konfirmasi nan nan otomatis batal  dana     minggu    tercatat  history sanan  pemesanan obat dibatalkan  kurir    embalian dana memakan   minggu   kenyamanan konsumen  diutamakan  aasi  kecewa  buruk"
"585","Netral",0,"nice app"
"586","Negatif",-1," nanya kenaeli obat  halodoc ongkirnya kena obat kenaesanannya   dikirimkandihkan   temsaja    coba h beli obat  han ak yg  tetaa ongkirnya obat yg dibeli  milihnya cuman cdr yg hamsemua ak    asam mefenamat"
"587","Positif",1,"bagus"
"588","Netral",0,"very hel"
"589","Netral",0," my life easy"
"590","Netral",0,"aasi yg membantu"
"591","Netral",0,"simand fast well done"
"592","Netral",0," baguss ndan"
"593","Netral",0,"great aor consult with doctor"
"594","Netral",0,"very hel a"
"595","Netral",0,"if only we have another on "
"596","Negatif",-1,"pesen obat  halodoc  refer  ak  jaraknya  km  temsaya alhasil iriman    tolong lihan aknya diaiki     edit    gila   n obat   cilegon  nnya   ak  kota serang hey jarak cilegon  serang  km    ner ak  kota cilegon kasihan kurir  antarnya"
"597","Netral",0,"thank you to make life easier"
"598","Netral",0,"mantabbbbb"
"599","Netral",0,"aasi  error  chat   mengakibatkan kesalahan   fleksibel"
"600","Negatif",-2," sakit asam urat halo doc memudah  utk beli obat yg  butuhkan tanarus rekeluar rumah  antri"
"601","Netral",0,"good"
"602","Netral",0,"hel app"
"603","Positif",1,"  aasi   membantu      rumah   konsulke dokter  untukmembeli obat  tanesekter oayaran  ditambah dg i doku bs  keren"
"604","Positif",1," nyaman  mudah"
"605","Negatif",-2,"aasi halodoc  mudah    rumah tangga   anak balita    membantu  karna  setiaat  i  rumah sakit  berkonsultasi"
"606","Netral",0,"cedan tis"
"607","Netral",0," membantu"
"608","Positif",1,"keren"
"609","Negatif",-1,"pengiriman   tanemberitahu kendala  notifikasi orang sakit   sembuh   h nunggu obat "
"610","Netral",0,"mantap"
"611","Netral",0,"very hell"
"612","Negatif",-1,"  cancel orderan obat    dadriver  menunggu    jam   order resebelumnya     konsultasi dokter ulang membuang biaya   cs dihubungi tersambung taidak "
"613","Netral",0," membantu"
"614","Negatif",-5,"lambat  handling comnt order obat yg direse dokter bermasalah semorder reseorderan  aidak berjalan  n ulang  resegital sdh not available  tl cs   infonya orderan  dibatalkan  haran ulang  menunggu h esok harinya   tl   kalinya  csasalahan    en yg sekarat  ga  tertolong dgn yanan sei   obat  kunjung tern"
